teamName,playerName,tgName,steamLink,level,damageDealt_normal,roundsPlayed_normal,damageDealt_ranked,roundsPlayed_ranked,solo_rating,team_rating
KABACHKI,feckless_,@you_dont_deserv_it,https://steamcommunity.com/id/its_hurts,92,104.59556880733946,109,0.0,0,378.79492221542097,1503.4687477035231
KABACHKI,scqdi,@scqdi,https://steamcommunity.com/profiles/76561198441526237,244,132.8969298245614,228,0.0,0,509.43070413964506,1503.4687477035231
KABACHKI,exYokou,@sleepfortheweird,https://steamcommunity.com/id/iwillnvrd/,609,223.2466487986464,591,0.0,0,899.8513420043944,1503.4687477035231
KABACHKI,Tomos_Russian,@TomosNitey,https://steamcommunity.com/id/TomosNitey,68,128.39908545454546,55,0.0,0,455.05061845969755,1503.4687477035231
BYE,Travis_BYE,@Nikita25222,https://steamcommunity.com/profiles/76561198197110293/,1191,280.41718360277133,866,237.7205573549258,741,1251.0596282957324,2761.8104864778643
BYE,Vesuchiy,@nik_kryzhov,https://steamcommunity.com/profiles/76561198408883420/,2387,425.6753427672956,159,319.720815074496,1141,1908.9123175288232,2761.8104864778643
BYE,Lwluplplpw,@lwluplplpw,https://steamcommunity.com/profiles/76561198133966643/,1784,240.1716079888268,179,210.0128564554932,1247,1284.9562895824038,2761.8104864778643
BYE,Obe1Kenob11,@m1xtapee,https://steamcommunity.com/profiles/76561199077444656/,897,192.82079081081085,185,160.4875416938111,307,876.0068878250901,2761.8104864778643
BROOKLYN 9-9,TWITCH-MAYBECH_,maybech666,https://steamcommunity.com/profiles/76561198268172342/,861,196.0687365535248,383,180.2947575757576,198,896.7290002248928,1698.7691392375687
BROOKLYN 9-9,Temka_001,,https://steamcommunity.com/id/sobaka22223/,532,187.66168470588235,85,113.47636894409938,161,658.1081425844305,1698.7691392375687
BROOKLYN 9-9,PolkovnikSanders,,https://steamcommunity.com/profiles/76561198272067122/,1075,200.751156424581,537,140.2561076923077,195,902.7229380021656,1698.7691392375687
BROOKLYN 9-9,bogatir,,https://steamcommunity.com/profiles/76561198127156777/,217,243.127469047619,147,211.8859272727273,110,913.0600519409574,1698.7691392375687
CarnageSquad,weqty,https://t.me/pipign,https://steamcommunity.com/id/fhhjhjhfs33/,191,111.69038307692308,39,0.0,0,425.02619847387047,966.9688609030487
CarnageSquad,DEADLY_PANDA03,@DEADLY_PANDA03,https://steamcommunity.com/profiles/76561199052938448/,161,145.06574436619718,71,0.0,0,532.7540646657656,966.9688609030487
CarnageSquad,klinobed,@klinobed,https://steamcommunity.com/id/klinobed,144,190.8754270212765,94,0.0,0,685.9698354513082,966.9688609030487
ELITEAM,Abq_elitetv,https://t.me/abq_elitetv17,https://steamcommunity.com/id/1034297642/,237,207.9304493284937,551,0.0,0,765.0041169088508,1262.6601419478297
ELITEAM,Kak_ect6,@Sobolev127,https://steamcommunity.com/profiles/76561198412481897,65,128.4652137777778,45,0.0,0,454.6130158416905,1262.6601419478297
ELITEAM,Sonic_Wave2711,@Pudgeeeee322,https://steamcommunity.com/profiles/76561199218136270,83,146.41708476190476,189,0.0,0,520.1153558664431,1262.6601419478297
ELITEAM,fonom,@Xolodov41,https://steamcommunity.com/profiles/76561199078448841/,227,198.15897076023396,171,0.0,0,729.3053939163407,1262.6601419478297
PHV_Team,t3_14,https://t.me/frdfks,https://steamcommunity.com/profiles/76561199488580499/,381,152.43997369385886,1091,80.22942380952381,84,593.9562312477874,1039.4229275504704
PHV_Team,RUSLAN_EMOBOY,@pav_bo,https://steamcommunity.com/id/pavboo/,280,104.36314251668256,1049,64.366165,80,413.81757207076635,1039.4229275504704
PHV_Team,ZHORANDY,@zhorandy,https://steamcommunity.com/id/zhorandy/,151,157.7904780487805,82,131.3040611111111,18,578.0552649886114,1039.4229275504704
PHV_Team,13Floyd,@Bakharew97,https://steamcommunity.com/profiles/76561199508602507,157,131.53779584055462,577,76.93604210526316,76,471.4054999084307,1039.4229275504704
GENS,Kredozzz,@kredozzz,https://steamcommunity.com/id/Kredozzz/,1352,231.7741081843838,1063,167.44122916666666,48,1090.2485612387607,1665.9933990479892
GENS,Kratok70,@PavlovSargey,https://steamcommunity.com/profiles/76561199274864718/,1799,181.4615984589041,1168,134.13073454545454,55,1018.0066989158111,1665.9933990479892
GENS,LaBa_12,@DaNil_ff,https://steamcommunity.com/profiles/76561199179506872/,212,138.73867714285714,245,0.0,0,522.3641733269525,1665.9933990479892
GENS,cocok-koH9,@aleks_chagin,https://steamcommunity.com/profiles/76561199399101044/,126,103.24702734374998,320,0.0,0,381.70147977118205,1665.9933990479892
GENS,Noblesse95,@shinaurov,https://steamcommunity.com/profiles/76561198077914559/,113,98.71993968085108,282,0.0,0,363.3099119426245,1665.9933990479892
MIR,PROSEK-,Prosek0,https://steamcommunity.com/profiles/76561199696989603/,685,303.5664351851852,54,265.0295370370371,1188,1282.7779629766799,3344.180665590673
MIR,ONESSAY,onessayy,https://steamcommunity.com/profiles/76561198973470696/,2221,259.888812483871,31,238.6116461916462,2035,1511.8498924395853,3344.180665590673
MIR,TGLTN_MMing_DNW,vasilyev11,https://steamcommunity.com/profiles/76561198976225593/,2500,372.0920785597382,611,331.68778048780484,1230,1925.9285649576054,3344.180665590673
MIR,yosh1-_-,RUS_yosh1,https://steamcommunity.com/profiles/76561199220748045/,2500,370.4649767102805,535,313.0429393823865,2623,1882.3214622435326,3344.180665590673
TraxittoBombito,shemyy,@melonmalon,https://steamcommunity.com/id/IaPolnyiLox/,384,289.10352941176467,612,212.28394,100,1064.2825974421007,2891.791730968105
TraxittoBombito,opdavaibla,@N_e_g_r_i_t_t_o,https://steamcommunity.com/profiles/76561198175790205/,1128,229.0029054375,320,142.31162931034484,58,1007.6095294027477,2891.791730968105
TraxittoBombito,proxykx,@bombasosamba,https://steamcommunity.com/id/proxyk6/,499,242.1921393617021,940,200.8925744047619,336,948.4711648265795,2891.791730968105
TraxittoBombito,Tw1s_-,@tw1s_x,https://steamcommunity.com/profiles/76561198803346749/,1812,232.6375607003892,257,187.91180645161293,372,1202.9444238546448,2891.791730968105
TraxittoBombito,Sh4llor3,,https://steamcommunity.com/id/Sh4llor3/,2500,402.943928111588,932,354.1964172413793,290,1966.6754096555196,2891.791730968105
GG,Jus1TrustMe_TV,@StasyTasty,https://steamcommunity.com/profiles/76561198900605871/,2500,169.00455879396986,2985,99.81329055690074,413,1114.2242468846594,1959.4613503244307
GG,Topchik_xD,@van4elka,https://steamcommunity.com/profiles/76561198797324498/,892,155.503191005291,189,104.66135699933022,1493,655.3075591914499,1959.4613503244307
GG,Vitoos1988,,,679,212.10625857142853,14,101.632896,250,601.1328515286785,1959.4613503244307
GG,NIKITA_-_NIKITA,,,2248,252.92355200000003,25,197.4765323741007,695,1344.3230299110028,1959.4613503244307
infinitelyOnyx,nowaydolzon_-,@L7171789,https://steamcommunity.com/profiles/76561199257063617/,1294,204.45886004709573,1274,172.7049557823129,588,999.4915459950893,2213.29700200662
infinitelyOnyx,shizukuryo,@fhfghgfjuj,https://steamcommunity.com/profiles/76561199119360388/,1200,290.05348678160914,174,257.49303221649484,776,1348.6812673794184,2213.29700200662
infinitelyOnyx,Hardow-,@supidodemon,https://steamcommunity.com/profiles/76561198873970093/,1857,205.39084825870648,201,206.60337633202468,1783,1277.7732707969112,2213.29700200662
infinitelyOnyx,BANAN----------,@Pavlov_arttem,https://steamcommunity.com/profiles/76561199289162964/,412,169.70952107750472,1058,133.0020843091335,427,669.3687892579451,2213.29700200662
platina300,50max,@Makcumjke,https://steamcommunity.com/id/makcumjke/,750,174.14991054945057,455,114.2198884,50,752.1804790545117,1259.0835480443247
platina300,ponyash,@xd11111111111,,392,212.9877659963437,547,122.57941666666667,27,807.0186490993077,1259.0835480443247
platina300,TumoxaKek,@tumoxakek,https://steamcommunity.com/profiles/76561198056296722,101,150.55078914728682,129,0.0,0,538.2659026214337,1259.0835480443247
platina300,HucciOVS,@Huccime,https://steamcommunity.com/profiles/76561198168603551,61,77.8237512962963,54,0.0,0,280.19033881679826,1259.0835480443247
